Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-11-12 00:00:00-05:00,18.92289501096931,18.991291134040914,18.687309170111753,18.754945755004883,161400,0.0,0.0,0.0
2019-11-13 00:00:00-05:00,18.83930014933406,18.93809374023343,18.74050510893441,18.926694869995117,38500,0.0,0.0,0.0
2019-11-14 00:00:00-05:00,18.968489447852914,18.968489447852914,18.808899481347012,18.88489532470703,27700,0.0,0.0,0.0
2019-11-15 00:00:00-05:00,19.074883705702856,19.074883705702856,18.922892022988048,18.953290939331055,85600,0.0,0.0,0.0
2019-11-18 00:00:00-05:00,18.998892030194963,19.059688426711567,18.960894825934744,19.01409149169922,54400,0.0,0.0,0.0
2019-11-19 00:00:00-05:00,18.998885903746544,19.006485632048037,18.945689255136045,18.983686447143555,32800,0.0,0.0,0.0
2019-11-20 00:00:00-05:00,18.998889519577375,19.006489249325234,18.922893671599017,18.968490600585938,17400,0.0,0.0,0.0
2019-11-21 00:00:00-05:00,18.998888515739722,18.998888515739722,18.869696015852686,18.930492401123047,19700,0.0,0.0,0.0
2019-11-22 00:00:00-05:00,18.954812074785035,18.968491008825485,18.884896878800397,18.911495208740234,20000,0.0,0.0,0.0
2019-11-25 00:00:00-05:00,18.922892724564296,18.922892724564296,18.854496609756822,18.900094985961914,34200,0.0,0.0,0.0
2019-11-26 00:00:00-05:00,18.915292792350947,18.998888364996983,18.854496407562962,18.88489532470703,23600,0.0,0.0,0.0
2019-11-27 00:00:00-05:00,18.89857912890178,18.907697936695364,18.88490019246114,18.892499923706055,1600,0.0,0.0,0.0
2019-11-29 00:00:00-05:00,18.91757773226381,18.96089605540978,18.85146166488361,18.892499923706055,24900,0.0,0.0,0.0
2019-12-02 00:00:00-05:00,18.922896172174095,19.074887888215827,18.922896172174095,19.01409149169922,72700,0.0,0.0,0.0
2019-12-03 00:00:00-05:00,19.03688626882149,19.26943393500835,18.953292142571517,19.006488800048828,121600,0.0,0.0,0.0
2019-12-04 00:00:00-05:00,19.097684515524236,19.097684515524236,19.006490650825945,19.036888122558594,32600,0.0,0.0,0.0
2019-12-05 00:00:00-05:00,19.09008259427158,19.112880331348492,19.01408675518171,19.027006149291992,15500,0.0,0.0,0.0
2019-12-06 00:00:00-05:00,18.998892030194963,19.074887888215827,18.998892030194963,19.01409149169922,18600,0.0,0.0,0.0
2019-12-09 00:00:00-05:00,19.03688576783177,19.1584785387229,19.01408802922729,19.07488441467285,22000,0.0,0.0,0.0
2019-12-10 00:00:00-05:00,19.21167664430041,19.21167664430041,19.07488441467285,19.07488441467285,26100,0.0,0.0,0.0
2019-12-11 00:00:00-05:00,19.112883022507592,19.173679412439814,19.05588722229004,19.05588722229004,16200,0.0,0.0,0.0
2019-12-12 00:00:00-05:00,19.25015498401779,19.25015498401779,19.03515618216645,19.119619369506836,26100,0.258,0.0,0.0
2019-12-13 00:00:00-05:00,19.119616605095256,19.41908148012781,19.119616605095256,19.165687561035156,24400,0.0,0.0,0.0
2019-12-16 00:00:00-05:00,19.111939106594676,19.25015344793848,19.111939106594676,19.204082489013672,19000,0.0,0.0,0.0
2019-12-17 00:00:00-05:00,19.219441624504544,19.24247637367298,19.1964054107666,19.1964054107666,14400,0.0,0.0,0.0
2019-12-18 00:00:00-05:00,19.234793011062145,19.234793011062145,19.196400795299205,19.207918167114258,22700,0.0,0.0,0.0
2019-12-19 00:00:00-05:00,19.23479813172038,19.23479813172038,19.204084643847366,19.211763381958008,7200,0.0,0.0,0.0
2019-12-20 00:00:00-05:00,19.219438607853682,19.257830826821436,19.219438607853682,19.23479461669922,3400,0.0,0.0,0.0
2019-12-23 00:00:00-05:00,19.250150929893092,19.2685796039663,19.250150929893092,19.257829666137695,5000,0.0,0.0,0.0
2019-12-24 00:00:00-05:00,19.257830826821436,19.257830826821436,19.23479461669922,19.23479461669922,3100,0.0,0.0,0.0
2019-12-26 00:00:00-05:00,19.273187252404398,19.273187252404398,19.196401354074265,19.2179012298584,27500,0.0,0.0,0.0
2019-12-27 00:00:00-05:00,19.288545608520508,19.288545608520508,19.288545608520508,19.288545608520508,3000,0.0,0.0,0.0
2019-12-30 00:00:00-05:00,19.219437879565966,19.2493839263916,19.2040804067331,19.2493839263916,6700,0.0,0.0,0.0
2019-12-31 00:00:00-05:00,19.257828258613717,19.31157794382827,19.242470787246965,19.27318572998047,3700,0.0,0.0,0.0
2020-01-02 00:00:00-05:00,19.310813903808594,19.319260075174128,19.27318911754526,19.310813903808594,3700,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,19.303136457743864,19.34306501424441,19.204083233161047,19.22711944580078,23600,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,19.21943744948387,19.29622188279152,19.21943744948387,19.257829666137695,4500,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,19.27318831177226,19.27318831177226,19.227117356069527,19.243242263793945,2400,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,19.326937633025725,19.326937633025725,19.273955375928896,19.296222686767578,5700,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,19.29391958003041,19.319258091525327,19.250150929893092,19.257829666137695,4700,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,19.31158011087703,19.31158011087703,19.296222637786943,19.31004524230957,5400,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,19.38068591007875,19.38068591007875,19.296221278602008,19.31157875061035,12800,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,19.349977493286133,19.365333504743024,19.349977493286133,19.349977493286133,6300,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,19.369168434614412,19.388364542237458,19.365328334348327,19.380685806274414,5100,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,19.38836872491014,19.38836872491014,19.31926155090332,19.31926155090332,5900,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,19.38068912433563,19.41908281072402,19.361493013426127,19.365331649780273,3300,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,19.419084053296825,19.419084053296825,19.40372657775879,19.40372657775879,3300,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,19.43444160166993,19.518906259241426,19.43444160166993,19.46515655517578,1600,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,19.468991625304707,19.488187735444285,19.365330873067798,19.47283172607422,8100,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,19.388367861613307,19.47283250709838,19.3499756397943,19.365331649780273,3600,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,19.44211942030557,19.44211942030557,19.349977493286133,19.349977493286133,1700,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,19.388370635980753,19.497406377615167,19.349978408668033,19.46515655517578,16500,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,19.465155812639296,19.48435192556338,19.442119598388672,19.442119598388672,9900,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,19.41140611062404,19.442119598388672,19.41140611062404,19.442119598388672,3000,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,19.43443956743424,19.442118305006954,19.388368606567383,19.388368606567383,4900,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,19.416778128030188,19.426759167908347,19.396045684814453,19.396045684814453,8700,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,19.426756155022158,19.452096129371274,19.418309985095483,19.43443489074707,5300,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,19.403724973016093,19.426759719848633,19.403724973016093,19.426759719848633,400,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,19.487418946614987,19.518901326631713,19.426757953969254,19.503543853759766,14700,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,19.51122259019574,19.51122259019574,19.503543853759766,19.503543853759766,11300,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,19.510454657034032,19.510454657034032,19.48818588256836,19.48818588256836,2900,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,19.50354335504761,19.50354335504761,19.48818588256836,19.48818588256836,5500,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,19.518901326631713,19.518901326631713,19.495865117323792,19.503543853759766,2500,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,19.42676145428186,19.580333281533445,19.42676145428186,19.480512619018555,3200,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,19.480512123767202,19.705493424338695,19.47052961839865,19.60260009765625,9800,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,19.580331418923183,19.580331418923183,19.46515329172574,19.495866775512695,1300,0.0,0.0,0.0
2020-02-19 00:00:00-05:00,19.503543853759766,19.543472404485293,19.46515163614912,19.503543853759766,1700,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,19.503547000712118,19.572654175217295,19.503547000712118,19.541940689086914,3400,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,19.557294486481076,19.59568817051069,19.503544793408913,19.56881332397461,13000,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,19.572654724121094,19.59569093779201,19.503547547677847,19.572654724121094,3600,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,19.50354204770218,19.50354204770218,19.43443489074707,19.43443489074707,4300,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,19.434436742596894,19.465151688423273,19.396044524883145,19.41908073425293,16700,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,19.396048456795853,19.502780425411242,19.330779915968353,19.349977493286133,10600,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,19.326939314583377,19.326939314583377,18.605154124979098,18.88311767578125,27600,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,18.92765349304812,19.19640343403853,18.873903797763905,19.143421173095703,11700,0.0,0.0,0.0
2020-03-03 00:00:00-05:00,19.250150917416708,19.948899804961602,19.250150917416708,19.48818588256836,2900,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,19.376853260700855,19.49587004411204,19.376853260700855,19.46515655517578,2200,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,19.17720513242315,19.288544611116105,19.17720513242315,19.257829666137695,2900,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,19.196404548805862,19.449797030267323,19.188725811238008,19.242475509643555,7600,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,19.19640302658081,19.19640302658081,18.35176100049739,18.428546905517578,16300,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,17.699084096484587,18.397833092590364,17.67604934875611,17.955549240112305,11800,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,18.23735305150591,18.2565491645047,17.40730094021955,18.23658561706543,15900,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,11.393957126753328,16.43795394897461,11.393957126753328,16.43795394897461,6200,0.43,0.0,0.0
2020-03-13 00:00:00-04:00,15.44479200302355,17.16522512657256,15.171086529971458,15.229738235473633,7400,0.0,0.0,0.0
2020-03-16 00:00:00-04:00,11.456516408969142,13.880762563432967,11.456516408969142,13.685258865356445,10700,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,13.463164102393666,13.463164102393666,12.668638113171841,12.911062240600586,4800,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,13.098746749023565,13.098746749023565,6.263938176581729,6.373419761657715,20900,0.0,0.0,0.0
