Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-10 00:00:00-05:00,1911.0,2079.0,1575.0,1579.199951171875,16162,0.0,0.0
2021-02-11 00:00:00-05:00,1619.0999755859375,1656.9000244140625,1432.199951171875,1596.0,1787,0.0,0.0
2021-02-12 00:00:00-05:00,1606.5,1659.0,1501.5,1644.300048828125,992,0.0,0.0
2021-02-16 00:00:00-05:00,1669.5,1671.5999755859375,1543.5,1644.300048828125,709,0.0,0.0
2021-02-17 00:00:00-05:00,1627.5,1648.5,1543.5,1566.5999755859375,582,0.0,0.0
2021-02-18 00:00:00-05:00,1600.199951171875,1600.199951171875,1425.9000244140625,1543.5,610,0.0,0.0
2021-02-19 00:00:00-05:00,1514.0999755859375,1536.780029296875,1457.4000244140625,1478.4000244140625,379,0.0,0.0
2021-02-22 00:00:00-05:00,1478.4000244140625,1478.4000244140625,1362.9000244140625,1365.0,806,0.0,0.0
2021-02-23 00:00:00-05:00,1362.9000244140625,1365.0,1220.31005859375,1314.5999755859375,387,0.0,0.0
2021-02-24 00:00:00-05:00,1268.4000244140625,1463.699951171875,1268.4000244140625,1446.9000244140625,287,0.0,0.0
2021-02-25 00:00:00-05:00,1444.800048828125,1444.800048828125,1285.199951171875,1285.199951171875,190,0.0,0.0
2021-02-26 00:00:00-05:00,1331.4000244140625,1362.9000244140625,1283.0999755859375,1283.0999755859375,92,0.0,0.0
2021-03-01 00:00:00-05:00,1312.5,1365.0,1302.0,1302.0,92,0.0,0.0
2021-03-02 00:00:00-05:00,1281.0,1323.0,1239.0,1255.800048828125,174,0.0,0.0
2021-03-03 00:00:00-05:00,1257.9000244140625,1266.300048828125,1207.5,1218.0,338,0.0,0.0
2021-03-04 00:00:00-05:00,1220.0999755859375,1220.0999755859375,1094.0999755859375,1113.0,238,0.0,0.0
2021-03-05 00:00:00-05:00,1134.0,1142.4000244140625,1029.2099609375,1050.2099609375,347,0.0,0.0
2021-03-08 00:00:00-05:00,1092.0,1148.699951171875,1092.0,1102.5,116,0.0,0.0
2021-03-09 00:00:00-05:00,1123.5,1140.300048828125,1087.800048828125,1087.800048828125,187,0.0,0.0
2021-03-10 00:00:00-05:00,1087.800048828125,1155.0,1087.800048828125,1100.4000244140625,193,0.0,0.0
2021-03-11 00:00:00-05:00,1113.0,1255.800048828125,1100.8199462890625,1239.0,236,0.0,0.0
2021-03-12 00:00:00-05:00,1232.699951171875,1232.699951171875,1157.0999755859375,1167.5999755859375,151,0.0,0.0
2021-03-15 00:00:00-04:00,1228.5,1249.5,1167.5999755859375,1222.199951171875,301,0.0,0.0
2021-03-16 00:00:00-04:00,1211.280029296875,1239.0,1141.3499755859375,1144.5,202,0.0,0.0
2021-03-17 00:00:00-04:00,1186.5,1218.0,1075.199951171875,1140.300048828125,251,0.0,0.0
2021-03-18 00:00:00-04:00,1134.0,1152.9000244140625,1113.6300048828125,1115.0999755859375,120,0.0,0.0
2021-03-19 00:00:00-04:00,1134.0,1182.300048828125,1054.199951171875,1054.199951171875,278,0.0,0.0
2021-03-22 00:00:00-04:00,1073.0999755859375,1182.300048828125,1073.0999755859375,1081.5,80,0.0,0.0
2021-03-23 00:00:00-04:00,1113.0,1134.0,1031.0999755859375,1045.800048828125,237,0.0,0.0
